Time,Protocol
0.166339,TCP
0.166376,TCP
0.172548,DNS
0.184256,DNS
0.189557,DNS
0.190589,TCP
0.235169,TCP
0.235308,TCP
0.235917,TLSv1.3
0.246312,TCP
0.246312,TCP
0.246312,SSLv2
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,TCP
0.246312,SSLv2
0.246312,TCP
0.246312,TCP
0.246312,SSLv2
0.24658,TCP
0.246661,TCP
0.254474,TCP
0.254474,TCP
0.254474,TCP
0.254474,TCP
0.254474,TCP
0.254474,TCP
0.254539,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,SSLv2
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264317,TCP
0.264453,TCP
0.267766,TCP
0.267766,TCP
0.267766,TCP
0.267766,TCP
0.267766,TCP
0.267766,SSLv2
0.267766,SSLv2
0.267766,TCP
0.267766,TCP
0.267766,TCP
0.26784,TCP
0.276767,TCP
0.276767,TCP
0.276832,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,TCP
0.282713,SSLv2
0.282713,TCP
0.282836,TCP
0.28909,TCP
0.28909,TCP
0.28909,SSLv2
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.28909,TCP
0.289287,TCP
0.289353,TCP
0.295374,SSLv2
0.295374,TCP
0.295456,TCP
0.30324,SSLv2
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,SSLv2
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.30324,TCP
0.303362,TCP
0.31094,SSLv2
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31094,TCP
0.31112,TCP
0.311178,TCP
0.31306,TCP
0.31306,TCP
0.313132,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.317989,TCP
0.31814,TCP
0.318206,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.323099,TCP
0.32323,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,SSLv2
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328062,TCP
0.328171,TCP
0.332985,TCP
0.332985,TCP
0.332985,TCP
0.332985,TCP
0.332985,TCP
0.332985,SSLv2
0.332985,TCP
0.332985,SSLv2
0.332985,TCP
0.332985,TCP
0.332985,SSLv2
0.332985,TCP
0.332985,TCP
0.332985,TCP
0.332985,TCP
0.333095,TCP
0.334531,TCP
0.334531,TCP
0.334531,TCP
0.334531,TCP
0.334591,TCP
0.339946,TCP
0.339946,SSLv2
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.339946,TCP
0.340078,TCP
0.345412,SSLv2
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345412,SSLv2
0.345412,TCP
0.345412,TCP
0.345412,TCP
0.345484,TCP
0.363117,TCP
0.363117,TCP
0.363156,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404489,TCP
0.404571,TCP
0.412774,SSLv2
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412774,TCP
0.412841,TCP
0.42223,TCP
0.42223,TCP
0.422274,TCP
0.472393,TCP
0.472393,TCP
0.47245,TCP
0.474323,TCP
0.474323,TCP
0.474358,TCP
0.474371,TCP
0.475142,TCP
0.475142,SSLv2
0.475174,TCP
0.477238,TCP
0.477238,TCP
0.477238,TCP
0.477238,TCP
0.477238,TCP
0.477238,TCP
0.477336,TCP
0.477358,TCP
0.478389,TLSv1.3
0.485109,TCP
0.485109,TCP
0.485109,TCP
0.485109,SSLv2
0.485109,TCP
0.485109,TCP
0.485109,TCP
0.485172,TCP
0.485201,TCP
0.492765,TCP
0.492765,TCP
0.492765,TCP
0.492765,TCP
0.492765,TCP
0.492765,TCP
0.492836,TCP
0.492866,TCP
0.492871,TCP
0.507297,SSLv2
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,SSLv2
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507297,TCP
0.507402,TCP
0.507466,TCP
0.507472,TCP
0.507478,TCP
0.518567,TCP
0.518567,TCP
0.51862,TCP
0.52143,TCP
0.521431,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,TCP
0.525825,SSLv2
0.525825,TCP
0.525825,TCP
0.525889,TCP
0.531316,TCP
0.531316,TCP
0.531316,TCP
0.531362,TCP
0.537006,TCP
0.556994,TCP
0.566258,TCP
0.566299,TCP
0.566989,TCP
0.566989,TCP
0.567025,TCP
0.57,TLSv1.3
0.571046,TCP
0.571046,TLSv1.3
0.571071,TCP
0.572091,TLSv1.3
0.572202,TLSv1.3
0.572396,TLSv1.3
0.573825,TCP
0.573825,TCP
0.573859,TCP
0.577122,TCP
