Time,Protocol
0.546817,TLSv1.2
0.546883,TCP
0.55,TLSv1.2
0.55,TLSv1.2
0.55,TLSv1.2
0.55,TLSv1.2
0.550035,TCP
0.552636,MDNS
0.552636,TLSv1.2
0.552636,TLSv1.2
0.552636,TLSv1.2
0.552636,TLSv1.2
0.552797,TCP
0.55577,TLSv1.2
0.55577,TLSv1.2
0.55577,TLSv1.2
0.55577,TLSv1.2
0.555822,TCP
0.556408,TLSv1.2
0.556408,TLSv1.2
0.556459,TCP
0.557891,TLSv1.2
0.557891,TLSv1.2
0.557934,TCP
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572066,TLSv1.2
0.572161,TCP
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TLSv1.2
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588681,TCP
0.588787,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603711,TCP
0.603858,TCP
0.621291,TCP
0.621291,TCP
0.621291,TCP
0.621291,MDNS
0.621291,TCP
0.621291,TCP
0.621291,TCP
0.621291,TCP
0.621291,TCP
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621291,TLSv1.2
0.621403,TCP
0.621616,TCP
0.623197,TCP
0.626133,TLSv1.2
0.641884,MDNS
0.666019,TCP
0.670849,TLSv1.2
0.670849,TCP
0.670849,TCP
0.670908,TCP
0.671847,TCP
0.671847,TCP
0.671873,TCP
0.672905,TCP
0.672905,TCP
0.672955,TCP
0.674958,TCP
0.674958,TCP
0.674958,TCP
0.674958,TCP
0.675002,TCP
0.679361,TCP
0.679361,TLSv1.2
0.679361,TCP
0.679361,TCP
0.679361,TCP
0.679361,TCP
0.679361,TCP
0.679412,TCP
0.679499,TCP
0.680943,TCP
0.680943,TCP
0.68098,TCP
0.682549,TCP
0.682549,TCP
0.682592,TCP
0.684523,TLSv1.2
0.684523,TCP
0.684523,TCP
0.684523,TCP
0.684596,TCP
0.685872,TCP
0.685872,TCP
0.685923,TCP
0.688428,TCP
0.688428,TLSv1.2
0.688505,TCP
0.699201,TLSv1.2
0.699201,TCP
0.699201,TCP
0.69924,TCP
0.69979,TCP
0.700675,TCP
0.70071,TCP
0.703138,TCP
0.703138,TLSv1.2
0.703138,TCP
0.703138,TCP
0.703185,TCP
0.704401,TCP
0.704401,TCP
0.704401,TCP
0.704401,TCP
0.704458,TCP
0.707326,TCP
0.707326,TCP
0.707326,TCP
0.707326,TCP
0.707413,TCP
0.708824,TLSv1.2
0.708824,TLSv1.2
0.708871,TCP
0.72227,ARP
0.755437,TLSv1.2
0.755437,TCP
0.755437,TCP
0.75554,TCP
0.75776,TCP
0.75776,TCP
0.757823,TCP
0.758001,TCP
0.758001,TCP
0.75808,TCP
0.761117,TCP
0.761117,TCP
0.761117,TCP
0.761117,TCP
0.761216,TCP
0.763302,TCP
0.763302,TLSv1.2
0.763302,TCP
0.763363,TCP
0.765748,TCP
0.765748,TCP
0.765748,TCP
0.76582,TCP
0.767429,TCP
0.767429,TCP
0.767492,TCP
0.768675,TCP
0.768675,TCP
0.768743,TCP
0.771128,TCP
0.771128,TCP
0.771128,TLSv1.2
0.771128,TCP
0.771208,TCP
0.772394,TCP
0.772394,TCP
0.772448,TCP
0.775368,TLSv1.2
0.775401,TCP
0.787628,MDNS
0.789009,DTLS
0.923753,MDNS
0.92434,ARP
0.926623,MDNS
0.926623,MDNS
0.926623,TLSv1.2
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TLSv1.2
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TCP
0.926623,TLSv1.2
0.926623,TCP
0.926623,TLSv1.2
0.927225,TCP
0.996184,TLSv1.2
0.996184,TCP
0.996184,TCP
0.996184,TCP
