"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.104","192.168.1.255","NBNS","92","Name query NB DESKTOP-0H0KGOR<1c>"
"2","0.073340","172.64.155.141","192.168.1.104","TLSv1.2","78","Application Data"
"3","0.073684","192.168.1.104","172.64.155.141","TLSv1.2","82","Application Data"
"4","0.085103","100.20.106.186","192.168.1.104","TLSv1.2","486","Application Data"
"5","0.093108","172.64.155.141","192.168.1.104","TCP","54","443  >  56659 [ACK] Seq=25 Ack=29 Win=8 Len=0"
"6","0.139228","192.168.1.104","100.20.106.186","TCP","54","63369  >  443 [ACK] Seq=1 Ack=433 Win=514 Len=0"
"7","0.511377","192.168.1.104","142.251.140.14","UDP","1285","53603  >  443 Len=1243"
"8","0.511520","192.168.1.104","142.251.140.14","UDP","1292","53603  >  443 Len=1250"
"9","0.511571","192.168.1.104","142.251.140.14","UDP","1292","53603  >  443 Len=1250"
"10","0.511613","192.168.1.104","142.251.140.14","UDP","1292","53603  >  443 Len=1250"
"11","0.511662","192.168.1.104","142.251.140.14","UDP","1292","53603  >  443 Len=1250"
"12","0.511707","192.168.1.104","142.251.140.14","UDP","1292","53603  >  443 Len=1250"
"13","0.511751","192.168.1.104","142.251.140.14","UDP","1262","53603  >  443 Len=1220"
"14","0.547068","142.251.140.14","192.168.1.104","UDP","74","443  >  53603 Len=32"
"15","0.555182","142.251.140.14","192.168.1.104","UDP","68","443  >  53603 Len=26"
"16","0.555574","192.168.1.104","142.251.140.14","UDP","74","53603  >  443 Len=32"
"17","0.593621","TpLinkTechno_0d:c8:25","Broadcast","ARP","42","Who has 192.168.1.103? Tell 192.168.1.1"
"18","0.593621","162.159.130.234","192.168.1.104","TLSv1.2","95","Application Data"
"19","0.613120","142.251.140.14","192.168.1.104","UDP","1287","443  >  53603 Len=1245"
"20","0.613716","192.168.1.104","142.251.140.14","UDP","81","53603  >  443 Len=39"
"21","0.616558","142.251.140.14","192.168.1.104","UDP","1292","443  >  53603 Len=1250"
"22","0.616558","142.251.140.14","192.168.1.104","UDP","1292","443  >  53603 Len=1250"
"23","0.616558","142.251.140.14","192.168.1.104","UDP","1292","443  >  53603 Len=1250"
"24","0.616558","142.251.140.14","192.168.1.104","UDP","389","443  >  53603 Len=347"
"25","0.616558","142.251.140.14","192.168.1.104","UDP","89","443  >  53603 Len=47"
"26","0.638790","192.168.1.104","162.159.130.234","TCP","54","54816  >  443 [ACK] Seq=1 Ack=42 Win=513 Len=0"
"27","0.638817","192.168.1.104","142.251.140.14","UDP","75","53603  >  443 Len=33"
"28","0.660230","142.251.140.14","192.168.1.104","UDP","68","443  >  53603 Len=26"
"29","0.761346","192.168.1.104","192.168.1.255","NBNS","92","Name query NB DESKTOP-0H0KGOR<1c>"
"30","1.092118","212.156.184.18","192.168.1.104","UDP","272","443  >  58960 Len=230"
"31","1.093089","192.168.1.104","212.156.184.18","UDP","83","58960  >  443 Len=41"
"32","1.093536","212.156.184.18","192.168.1.104","UDP","111","443  >  58960 Len=69"
"33","1.093536","212.156.184.18","192.168.1.104","UDP","1286","443  >  58960 Len=1244"
"34","1.094932","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"35","1.095304","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"36","1.095605","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"37","1.095697","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"38","1.097137","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"39","1.097137","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"40","1.098290","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"41","1.098290","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"42","1.098290","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"43","1.098440","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"44","1.099043","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"45","1.099043","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"46","1.099043","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"47","1.099610","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"48","1.101175","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"49","1.101175","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"50","1.101334","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"51","1.102037","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"52","1.104960","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"53","1.104960","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"54","1.105279","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"55","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"56","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"57","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"58","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"59","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"60","1.105988","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"61","1.106687","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"62","1.107061","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"63","1.107240","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"64","1.107711","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"65","1.108181","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"66","1.108181","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"67","1.108675","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"68","1.109129","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"69","1.109641","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"70","1.109641","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"71","1.109807","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"72","1.110088","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"73","1.110747","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"74","1.110747","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"75","1.111107","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"76","1.111763","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"77","1.111907","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"78","1.112098","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"79","1.112709","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"80","1.113188","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"81","1.113880","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"82","1.114072","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"83","1.114327","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"84","1.114327","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"85","1.119369","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"86","1.119539","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"87","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"88","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"89","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"90","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"91","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"92","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"93","1.120564","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"94","1.123927","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"95","1.123927","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"96","1.123927","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"97","1.123927","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"98","1.124043","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"99","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"100","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"101","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"102","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"103","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"104","1.128844","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"105","1.128889","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"106","1.128889","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"107","1.128912","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"108","1.129764","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"109","1.129764","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"110","1.129764","212.156.184.18","192.168.1.104","UDP","1010","443  >  58960 Len=968"
"111","1.129841","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"112","1.143214","212.156.184.18","192.168.1.104","UDP","172","443  >  58960 Len=130"
"113","1.143556","192.168.1.104","212.156.184.18","UDP","83","58960  >  443 Len=41"
"114","1.145007","212.156.184.18","192.168.1.104","UDP","112","443  >  58960 Len=70"
"115","1.146531","212.156.184.18","192.168.1.104","UDP","1286","443  >  58960 Len=1244"
"116","1.146531","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"117","1.146531","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"118","1.146531","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"119","1.146937","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"120","1.147822","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"121","1.147822","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"122","1.148705","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"123","1.148705","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"124","1.148705","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"125","1.148705","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"126","1.149314","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"127","1.149314","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"128","1.149947","192.168.1.104","212.156.184.18","UDP","78","58960  >  443 Len=36"
"129","1.150022","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"130","1.150022","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"131","1.150956","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"132","1.150956","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"133","1.151943","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"134","1.151943","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"135","1.151943","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"136","1.152057","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"137","1.152369","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"138","1.153798","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"139","1.153937","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"140","1.154322","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"141","1.154322","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"142","1.155175","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"143","1.155175","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"144","1.155175","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"145","1.155877","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"146","1.155877","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"147","1.156570","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"148","1.156715","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"149","1.157116","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"150","1.157116","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"151","1.157845","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"152","1.158801","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"153","1.159288","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"154","1.159405","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"155","1.159719","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"156","1.160801","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"157","1.161703","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"158","1.161703","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"159","1.161703","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"160","1.161798","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"161","1.162158","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"162","1.162158","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"163","1.163461","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"164","1.163461","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"165","1.164362","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"166","1.164362","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"167","1.164362","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"168","1.164362","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"169","1.164480","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"170","1.164904","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"171","1.164904","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"172","1.166003","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"173","1.166003","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"174","1.166739","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"175","1.166739","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"176","1.166739","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"177","1.166858","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"178","1.167374","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"179","1.167374","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"180","1.168473","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"181","1.168473","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"182","1.169550","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"183","1.169550","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"184","1.169679","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"185","1.170216","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"186","1.170216","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"187","1.171057","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"188","1.171057","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"189","1.171717","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"190","1.171717","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"191","1.171809","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"192","1.172115","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"193","1.172115","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"194","1.173817","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"195","1.173909","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"196","1.175616","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"197","1.175616","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"198","1.175616","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"199","1.175616","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"200","1.175616","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"201","1.175656","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"202","1.175656","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"203","1.175656","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"204","1.176860","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"205","1.176860","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"206","1.176947","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"207","1.177708","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"208","1.177708","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"209","1.177708","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"210","1.179051","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"211","1.179051","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"212","1.179550","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"213","1.179550","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"214","1.179550","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"215","1.179631","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"216","1.180160","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"217","1.180882","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"218","1.181365","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"219","1.181509","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"220","1.181923","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"221","1.182742","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"222","1.184000","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"223","1.184000","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"224","1.184000","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"225","1.184012","192.168.1.104","212.156.184.18","UDP","78","58960  >  443 Len=36"
"226","1.184886","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"227","1.185599","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"228","1.185599","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"229","1.186098","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"230","1.186098","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"231","1.186234","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"232","1.186681","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"233","1.186681","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"234","1.187263","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"235","1.187805","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"236","1.188199","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"237","1.188268","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"238","1.189050","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"239","1.190154","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"240","1.190154","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"241","1.190469","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"242","1.192086","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"243","1.192086","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"244","1.192086","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"245","1.192444","192.168.1.104","212.156.184.18","UDP","82","58960  >  443 Len=40"
"246","1.193966","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"247","1.193966","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"248","1.194328","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"249","1.194328","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"250","1.194558","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"251","1.194558","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"252","1.194628","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"253","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"254","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"255","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"256","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"257","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"258","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"259","1.196053","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"260","1.196507","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"261","1.196765","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"262","1.197543","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"263","1.197543","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"264","1.198470","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"265","1.198470","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"266","1.198979","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"267","1.199300","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"268","1.199300","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"269","1.199300","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"270","1.200145","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"271","1.200145","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"272","1.200145","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"273","1.200631","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"274","1.201503","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"275","1.201503","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"276","1.201503","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"277","1.201503","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"278","1.201845","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"279","1.201963","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"280","1.202790","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"281","1.203501","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"282","1.203501","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"283","1.203906","192.168.1.104","212.156.184.18","UDP","77","58960  >  443 Len=35"
"284","1.203936","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"285","1.203936","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"286","1.204532","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"287","1.204532","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"288","1.207254","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"289","1.207605","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"290","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"291","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"292","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"293","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"294","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"295","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"296","1.208456","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"297","1.209255","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"298","1.209255","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"299","1.209255","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"300","1.209575","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"301","1.209934","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"302","1.209934","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"303","1.210746","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"304","1.210746","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"305","1.211225","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"306","1.211912","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"307","1.212087","192.168.1.104","212.156.184.18","UDP","76","58960  >  443 Len=34"
"308","1.212282","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"309","1.213160","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"310","1.213160","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
"311","1.213778","212.156.184.18","192.168.1.104","UDP","1292","443  >  58960 Len=1250"
